word_id,word,human_translation,machine_translation,pinyin,description,client,lists,category,category_id,theme
3791,受虐,,Abused or BDSM,shou nue,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3792,施虐,,Sadistic,shi nue,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3793,SM一族,SM group,,SMyi zu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3794,体验SM,,Experience SM,tiyan SM,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3795,虐恋,,Sadomasochistic,nue lian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3796,SM游戏,,SM games,SMyouxi,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3797,性虐,,Sexual abuse or SM,xing nue,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3798,性奴,,Sex slave,xing nu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3799,SM图片,,SM pictures,SMtupian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3800,熊片,Gay (overweight men) porn,,xiong pian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3801,进入分站,,Enter the sub-website,jinru fen zhan,Unclear why blocked.,Sina UC,Sina UC List 3;Sina UC List 4,Generic technology terms,125,Technology
3802,进入主站,,Enter the main website,jinru zhu zhan,Unclear why blocked.,Sina UC,Sina UC List 3;Sina UC List 4,Generic technology terms,125,Technology
3803,狼友,,Wolf friend,lang you,Likely sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3804,最新IP,,Latest IP,zuixin IP,,Sina UC,Sina UC List 3;Sina UC List 4,Illicit Goods and Services,66,Social
3805,最新地址,,Latest address,zuixin dizhi,Unclear of context.,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3806,成人社区,,Adult community,chengren shequ,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3807,裸体写真,,Nude pictures,luo ti xiezhen,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3808,轻微sm,,Light sm,qingwei sm,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3809,sm女王,,Sm queen,smnuwang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3810,sm男奴,,Sm male slave,smnan nu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3811,sm图片,,Sm picture,smtupian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3812,sm游戏,,Sm games,smyouxi,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3813,体验sm,,Experiencing sm,tiyan sm,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3814,sm一族,,Sm group,smyi zu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3815,sm器具,,Sm tools,smqiju,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3816,sm网站,,Sm website,smwangzhan,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3817,sm用品,,Sm tools,smyongpin,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3818,sm资讯,,Sm information,smzixun,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3819,sm交友,,Sm dating,smjiao you,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3820,sm工具,,Sm tools,smgongju,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3821,SM器具,,SM tools,SMqiju,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3822,SM网站,,SM website,SMwangzhan,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3823,SM用品,,SM tools,SMyongpin,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3824,SM资讯,,SM information,SMzixun,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3825,SM交友,,SM dating,SMjiao you,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3826,SM工具,,SM tools,SMgongju,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3827,诱惑写真,,Temptation photo,youhuo xiezhen,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3828,群交,,Group sex,qun jiao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3829,猛插,,Thrusting,meng cha,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3830,激情聊天,Passionate chatting,,jiqing liaotian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3831,背入式,,Back into position (sex position),bei ru shi,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3832,后入式,,Back into position (sex position),hou ru shi,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3833,嫩穴,,Soft pussy,nen xue,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3834,成人影院,,Adult theater,chengren ying yuan,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3835,sm玩法,,SM how to play,smwan fa,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3836,SM玩法,,SM how to play,SMwan fa,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3837,自慰视频,Masturbation video,,ziwei shipin,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3838,极限写真,,Ultimate sex photo,jixian xiezhen,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3839,机密偷拍美女的隐私生活,Secret picture taking of beautiful woman's private life,,jimi tou pai mei nu de yinsi shenghuo,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3840,简单赤裸的艺术摄影,,Simple nude art photography,jiandan chi luo de yishu sheying,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3841,夫妻男女公然在游泳池里做爱,Husband and wife openly having sex in the pool,,fuqi nannu gongran zai youyongchi li zuo ai,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3842,让你大哥爽一爽,Let your big brother have a good time,,rang ni dage shuang yi shuang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3843,兼职妹妹,,Part-time little sister,jian zhi meimei,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3844,兼職妹妹,,Part-time little sister,jian zhi meimei,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3845,艳女门,Beautiful woman door,,yan nu men,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3846,海运女,,Sea women,haiyun nu,Porn.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3847,殷虹,,Bright red,yin hong,Porn.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3848,51ppu.cn,,,51ppu.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3849,lxsf163.cn,,,lxsf163.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3850,pc303.cn,,,pc303.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3851,mmypt.com,,,mmypt.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3852,2525245.cn,,,2525245.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3853,BT情色,,British porn,BTqing se,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3854,BT黄色,British porn,,BThuangse,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3855,嫖娼技巧培训,,Whoring skills training,piao chang jiqiao peixun,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3856,招聘小姐,,Recruiting young women,zhaopin xiaojie,,Sina UC,Sina UC List 3;Sina UC List 4,Illicit Goods and Services;Prurient Interests,1;66,Social
3857,娇臀,,Tender buttocks,jiao tun,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3858,乳尖,Nipple,,ru jian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3859,淫浪,,Kinky wave or promiscuous,yin lang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3860,淫穴,,Kinky hole,yin xue,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3861,www.000181.cn,,,www.000181.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3862,ppdog.freehostia.com,,,ppdog.freehostia.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3863,yuleqq.cn,,,yuleqq.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3864,www.fuyang86.com,,,www.fuyang86.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3865,www.mimitupian.cn,,,www.mimitupian.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3866,www.seeshebaby.com,,,www.seeshebaby.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3867,www.58sex.net,,,www.58sex.net,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3868,畸恋五次方,,Abnormal love quadrillion,ji lian wu ci fang,This is the title of a 2003 Thai porn film.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3869,ge.0happ%,,,ge.0happ%,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3870,%69%6d%61%67%65%2e%30%68%61%70%70%79%2e%63%6e,,,%69%6d%61%67%65%2e%30%68%61%70%70%79%2e%63%6e,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3871,gurl.es,,,gurl.es,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3872,www.25ff.com,,,www.25ff.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3873,www.rtysb.info/jh,,,www.rtysb.info/jh,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3874,666.sh,,,666.sh,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3875,xrwqers.blogbus.com,,,xrwqers.blogbus.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3876,68appy%,,,68appy%,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3877,515se.net.ru,,,515se.net.ru,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3878,www.ziyour.com,,,www.ziyour.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3879,40804.com,,,40804.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3880,www.61yuer.cn,,,www.61yuer.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3881,%49%6d%41%67%45%2e%30%48%41%70%70%79%2e%63%6e,,,%49%6d%41%67%45%2e%30%48%41%70%70%79%2e%63%6e,"decodes to ""image.0happy.cn""",Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3882,www.mmv90.com,,,www.mmv90.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3883,www.qqloveyy.in,,,www.qqloveyy.in,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3884,www.tiaowu88.info,,,www.tiaowu88.info,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3885,www.ymtx.in,,,www.ymtx.in,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3886,yyq26.com,,,yyq26.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3887,9032.jiayuanz.com,,,9032.jiayuanz.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3888,点击此处看更多精彩图片,,Click here to see more exciting pictures,dianji ci chu kan gengduo jingcai tupian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3889,www.000156.cn,,,www.000156.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3890,www.588cpc.info,,,www.588cpc.info,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3891,www.53boy.com,,,www.53boy.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3892,www.588cpa.com,,,www.588cpa.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3893,www.188cg.com,,,www.188cg.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3894,57kt.com,,,57kt.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3895,www.51kkxx.info,,,www.51kkxx.info,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3896,http://20pp.com/,,,http://20pp.com/,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3897,163jipiao.com,,,163jipiao.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3898,www.bbdai.com,,,www.bbdai.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3899,www.8drt.com/,,,www.8drt.com/,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3900,rj8m.com,,,rj8m.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3901,点击此处看更多美女图片,,Click here to see more pictures of beautiful women,dianji ci chu kan gengduo mei nu tupian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3902,点击观看更多图片,,Click here to see more pictures,dianji guankan gengduo tupian,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3903,亚洲gay男孩,Asian gay boy,,Yazhou gaynanhai,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3904,妹妹我到炕上躺,"I, little sister, will lie on the brick bed",,meimei wo dao kang shang tang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3905,兼职按摩,,Part-time massage,jian zhi anmo,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3906,兼职小姐,,Part-time (call) girl,jian zhi xiaojie,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3907,小姐服务,,Young woman service,xiaojie fuwu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3908,业余小姐,,Amateur girl,yeyu xiaojie,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3909,兼职女郎,,Part-time (call) girl,jian zhi nu lang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3910,兼职美女,,Part-time beautiful woman,jian zhi mei nu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3911,小姐兼职,,Part-time (call) girl,xiaojie jian zhi,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3912,按摩小姐,,Massage girl,anmo xiaojie,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3913,上门按摩,House call massage,,shangmen anmo,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3914,小姐哪里找,Where to find girls,,xiaojie nali zhao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3915,哪里找小姐,Where to find girls,,nali zhao xiaojie,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3916,小姐哪里有,Girls where are they,,xiaojie nali you,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3917,找小姐,Looking for girls,,zhao xiaojie,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3918,小妹按摩,Little sister massage,,xiao mei anmo,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3919,上门小姐,House call girl,,shangmen xiaojie,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3920,小姐那里找,Where to find girls,,xiaojie nali zhao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3921,小姐那里有,Girls where are they,,xiaojie nali you,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3922,www.mmxinshang.com,,,www.mmxinshang.com,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3923,ii33.com,,,ii33.com,,Sina UC,Sina UC List 4,URLs,107,Technology
3924,xl51uc,,,xl51uc,,Sina UC,Sina UC List 4,URLs,107,Technology
3925,s51uc.com,,,s51uc.com,,Sina UC,Sina UC List 4,URLs,107,Technology
3926,sina51uc.lqiang.cn,,,sina51uc.lqiang.cn,,Sina UC,Sina UC List 4,URLs,107,Technology
3927,51uc.k31.cn,,,51uc.k31.cn,,Sina UC,Sina UC List 4,URLs,107,Technology
3928,sl.92uu.cn,,,sl.92uu.cn,,Sina UC,Sina UC List 4,URLs,107,Technology
3929,www.v187.cn,,,www.v187.cn,,Sina UC,Sina UC List 4,URLs,107,Technology
3930,www.ningjia.cn/pert/,,,www.ningjia.cn/pert/,,Sina UC,Sina UC List 4,URLs,107,Technology
3931,5iuc.cn-it.net,,,5iuc.cn-it.net,,Sina UC,Sina UC List 4,URLs,107,Technology
3932,-xu.com,,,-xu.com,,Sina UC,Sina UC List 4,URLs,107,Technology
3933,loverh.cn,,,loverh.cn,,Sina UC,Sina UC List 4,URLs,107,Technology
3934,window.open,,,window.open,,Sina UC,Sina UC List 4,URLs,107,Technology
3935,那时历史还没残疾,At that time history was not disabled (loose translation),,nashi lishi hai mei canji,This is likely a reference to the period before the Tiananmen Square crackdown in 1989.,Sina UC,Sina UC List 4;Sina UC List 5,Tiananmen Square (June 4 1989),34,Events
3936,邝涤清,Guang Diqing (Person's name),,kuang di qing,"Guang Diqing is a father of a victim of the Tiananmen Square crackdown and is also a member of the Tiananmen Mother's group. He wrote an essay about his son for an anniversary of June 4. For more information, please see: http://www.tiananmenmother.org/the%20truth%20and%20victims/Testimonies/testimony_16.htm.",Sina UC,Sina UC List 4;Sina UC List 5,Dissident / Activist,93,People
3937,遛似,(homonym) June 4,,liu si,Likely a reference to the Tiananmen Square crackdown in 1989.,Sina UC,Sina UC List 4;Sina UC List 5,Tiananmen Square (June 4 1989),34,Events
3938,遇罗锦,Person's name,,yu luo jin,"Yu Luojin is a Chinese novelist. During the Cultural Revolution she was forced into labour for her diary entries and was charged with being an anti-revolutionary. Her brother was tortured and executed. She fled to Germany and was given political asylum. For more information, please see: http://en.wikipedia.org/wiki/Yu_Luojin.",Sina UC,Sina UC List 4;Sina UC List 5,Dissident / Activist,93,People
3939,翟伟民,Zhai Weimin (Person's name),,di wei min,"Zhai Weimin was a student in Beijing who participated in the Tiananmen Square protests. He was detained in May 1990, convicted for counterrevolutionary incitement in 1992. For more information, please see:http://www.hrichina.org/crf/article/3747.",Sina UC,Sina UC List 4;Sina UC List 5,Dissident / Activist,93,People
3940,罗让,Luo Rang (Person's name),,luo rang,"Luo Rang was the father of a Tiananmen Square crackdown victim, Luo Wei. Luo Rang was part of the Tiananmen Mother's group that fought for government redress of the incident. Luo Rang died 2008/2009. For more information, please see: http://www.tiananmenmother.org/tiananmenmother/20%20years/m090404003.htm (Chinese).",Sina UC,Sina UC List 4;Sina UC List 5,Dissident / Activist,93,People
